IDCIDADE,NOME,UF
3463,Francisco Morato,SP
3464,Franco da Rocha,SP
3465,Gabriel Monteiro,SP
3466,Gália,SP
3467,Garça,SP
3468,Gastão Vidigal,SP
3469,Gavião Peixoto,SP
3470,General Salgado,SP
3471,Getulina,SP
3472,Glicério,SP
3473,Guaiçara,SP
3474,Guaimbê,SP
3475,Guaíra,SP
3476,Guapiaçu,SP
3477,Guapiara,SP
3478,Guará,SP
3479,Guaraçaí,SP
3480,Guaraci,SP
3481,Guarani d Oeste,SP
3482,Guarantã,SP
3483,Guararapes,SP
3484,Guararema,SP
3485,Guaratinguetá,SP
3486,Guareí,SP
3487,Guariba,SP
3488,Guarujá,SP
3489,Guarulhos,SP
3490,Guatapará,SP
3491,Guzolândia,SP
3492,Herculândia,SP
3493,Holambra,SP
3494,Hortolândia,SP
3495,Iacanga,SP
3496,Iacri,SP
3497,Iaras,SP
3498,Ibaté,SP
3499,Ibirá,SP
3500,Ibirarema,SP
3501,Ibitinga,SP
3502,Ibiúna,SP
3503,Icém,SP
3504,Iepê,SP
3505,Igaraçu do Tietê,SP
3506,Igarapava,SP
3507,Igaratá,SP
3508,Iguape,SP
3509,Ilhabela,SP
3510,Ilha Comprida,SP
3511,Ilha Solteira,SP
3512,Indaiatuba,SP
3513,Indiana,SP
3514,Indiaporã,SP
3515,Inúbia Paulista,SP
3516,Ipaussu,SP
3517,Iperó,SP
3518,Ipeúna,SP
3519,Ipiguá,SP
3520,Iporanga,SP
3521,Ipuã,SP
3522,Iracemápolis,SP
3523,Irapuã,SP
3524,Irapuru,SP
3525,Itaberá,SP
3526,Itaí,SP
3527,Itajobi,SP
3528,Itaju,SP
3529,Itanhaém,SP
3530,Itaóca,SP
3531,Itapecerica da Serra,SP
3532,Itapetininga,SP
3533,Itapeva,SP
3534,Itapevi,SP
3535,Itapira,SP
3536,Itapirapuã Paulista,SP
3537,Itápolis,SP
3538,Itaporanga,SP
3539,Itapuí,SP
3540,Itapura,SP
3541,Itaquaquecetuba,SP
3542,Itararé,SP
3543,Itariri,SP
3544,Itatiba,SP
3545,Itatinga,SP
3546,Itirapina,SP
3547,Itirapuã,SP
3548,Itobi,SP
3549,Itu,SP
3550,Itupeva,SP
3551,Ituverava,SP
3552,Jaborandi,SP
3553,Jaboticabal,SP
3554,Jacareí,SP
3555,Jaci,SP
3556,Jacupiranga,SP
3557,Jaguariúna,SP
3558,Jales,SP
3559,Jambeiro,SP
3560,Jandira,SP
3561,Jardinópolis,SP
3562,Jarinu,SP
3563,Jaú,SP
3564,Jeriquara,SP
3565,Joanópolis,SP
3566,João Ramalho,SP
3567,José Bonifácio,SP
3568,Júlio Mesquita,SP
3569,Jumirim,SP
3570,Jundiaí,SP
3571,Junqueirópolis,SP
3572,Juquiá,SP
3573,Juquitiba,SP
3574,Lagoinha,SP
3575,Laranjal Paulista,SP
3576,Lavínia,SP
3577,Lavrinhas,SP
3578,Leme,SP
3579,Lençóis Paulista,SP
3580,Limeira,SP
3581,Lindóia,SP
3582,Lins,SP
3583,Lorena,SP
3584,Lourdes,SP
3585,Louveira,SP
3586,Lucélia,SP
3587,Lucianópolis,SP
3588,Luís Antônio,SP
3589,Luiziânia,SP
3590,Lupércio,SP
3591,Lutécia,SP
3592,Macatuba,SP
3593,Macaubal,SP
3594,Macedônia,SP
3595,Magda,SP
3596,Mairinque,SP
3597,Mairiporã,SP
3598,Manduri,SP
3599,Marabá Paulista,SP
3600,Maracaí,SP
3601,Marapoama,SP
3602,Mariápolis,SP
3603,Marília,SP
3604,Marinópolis,SP
3605,Martinópolis,SP
3606,Matão,SP
3607,Mauá,SP
3608,Mendonça,SP
3609,Meridiano,SP
3610,Mesópolis,SP
3611,Miguelópolis,SP
3612,Mineiros do Tietê,SP
3613,Miracatu,SP
3614,Mira Estrela,SP
3615,Mirandópolis,SP
3616,Mirante do Paranapanema,SP
3617,Mirassol,SP
3618,Mirassolândia,SP
3619,Mococa,SP
3620,Mogi das Cruzes,SP
3621,Mogi Guaçu,SP
3622,Moji Mirim,SP
3623,Mombuca,SP
3624,Monções,SP
3625,Mongaguá,SP
3626,Monte Alegre do Sul,SP
3627,Monte Alto,SP
3628,Monte Aprazível,SP
3629,Monte Azul Paulista,SP
3630,Monte Castelo,SP
3631,Monteiro Lobato,SP
3632,Monte Mor,SP
3633,Morro Agudo,SP
3634,Morungaba,SP
3635,Motuca,SP
3636,Murutinga do Sul,SP
3637,Nantes,SP
3638,Narandiba,SP
3639,Natividade da Serra,SP
3640,Nazaré Paulista,SP
3641,Neves Paulista,SP
3642,Nhandeara,SP
3643,Nipoã,SP
3644,Nova Aliança,SP
3645,Nova Campina,SP
3646,Nova Canaã Paulista,SP
3647,Nova Castilho,SP
3648,Nova Europa,SP
3649,Nova Granada,SP
3650,Nova Guataporanga,SP
3651,Nova Independência,SP
3652,Novais,SP
3653,Nova Luzitânia,SP
3654,Nova Odessa,SP
3655,Novo Horizonte,SP
3656,Nuporanga,SP
3657,Ocauçu,SP
3658,Óleo,SP
3659,Olímpia,SP
3660,Onda Verde,SP
3661,Oriente,SP
3662,Orindiúva,SP
3663,Orlândia,SP
3664,Osasco,SP
3665,Oscar Bressane,SP
3666,Osvaldo Cruz,SP
3667,Ourinhos,SP
3668,Ouroeste,SP
3669,Ouro Verde,SP
3670,Pacaembu,SP
3671,Palestina,SP
3672,Palmares Paulista,SP
3673,Palmeira d Oeste,SP
3674,Palmital,SP
3675,Panorama,SP
3676,Paraguaçu Paulista,SP
3677,Paraibuna,SP
3678,Paraíso,SP
3679,Paranapanema,SP
3680,Paranapuã,SP
3681,Parapuã,SP
3682,Pardinho,SP
3683,Pariquera-Açu,SP
3684,Parisi,SP
3685,Patrocínio Paulista,SP
3686,Paulicéia,SP
3687,Paulínia,SP
3688,Paulistânia,SP
3689,Paulo de Faria,SP
3690,Pederneiras,SP
3691,Pedra Bela,SP
3692,Pedranópolis,SP
3693,Pedregulho,SP
3694,Pedreira,SP
3695,Pedrinhas Paulista,SP
3696,Pedro de Toledo,SP
3697,Penápolis,SP
3698,Pereira Barreto,SP
3699,Pereiras,SP
3700,Peruíbe,SP
3701,Piacatu,SP
3702,Piedade,SP
3703,Pilar do Sul,SP
3704,Pindamonhangaba,SP
3705,Pindorama,SP
3706,Pinhalzinho,SP
3707,Piquerobi,SP
3708,Piquete,SP
3709,Piracaia,SP
3710,Piracicaba,SP
3711,Piraju,SP
3712,Pirajuí,SP
3713,Pirangi,SP
3714,Pirapora do Bom Jesus,SP
3715,Pirapozinho,SP
3716,Pirassununga,SP
3717,Piratininga,SP
3718,Pitangueiras,SP
3719,Planalto,SP
3720,Platina,SP
3721,Poá,SP
3722,Poloni,SP
3723,Pompéia,SP
3724,Pongaí,SP
3725,Pontal,SP
3726,Pontalinda,SP
3727,Pontes Gestal,SP
3728,Populina,SP
3729,Porangaba,SP
3730,Porto Feliz,SP
3731,Porto Ferreira,SP
3732,Potim,SP
3733,Potirendaba,SP
3734,Pracinha,SP
3735,Pradópolis,SP
3736,Praia Grande,SP
3737,Pratânia,SP
3738,Presidente Alves,SP
3739,Presidente Bernardes,SP
3740,Presidente Epitácio,SP
3741,Presidente Prudente,SP
3742,Presidente Venceslau,SP
3743,Promissão,SP
3744,Quadra,SP
3745,Quatá,SP
3746,Queiroz,SP
3747,Queluz,SP
3748,Quintana,SP
3749,Rafard,SP
3750,Rancharia,SP
3751,Redenção da Serra,SP
3752,Regente Feijó,SP
3753,Reginópolis,SP
3754,Registro,SP
3755,Restinga,SP
3756,Ribeira,SP
3757,Ribeirão Bonito,SP
3758,Ribeirão Branco,SP
3759,Ribeirão Corrente,SP
3760,Ribeirão do Sul,SP
3761,Ribeirão dos Índios,SP
3762,Ribeirão Grande,SP
3763,Ribeirão Pires,SP
3764,Ribeirão Preto,SP
3765,Riversul,SP
3766,Rifaina,SP
3767,Rincão,SP
3768,Rinópolis,SP
3769,Rio Claro,SP
3770,Rio das Pedras,SP
3771,Rio Grande da Serra,SP
3772,Riolândia,SP
3773,Rosana,SP
3774,Roseira,SP
3775,Rubiácea,SP
3776,Rubinéia,SP
3777,Sabino,SP
3778,Sagres,SP
3779,Sales,SP
3780,Sales Oliveira,SP
3781,Salesópolis,SP
3782,Salmourão,SP
3783,Saltinho,SP
3784,Salto,SP
3785,Salto de Pirapora,SP
3786,Salto Grande,SP
3787,Sandovalina,SP
3788,Santa Adélia,SP
3789,Santa Albertina,SP
3790,Santa Bárbara d Oeste,SP
3791,Santa Branca,SP
3792,Santa Clara d Oeste,SP
3793,Santa Cruz da Conceição,SP
3794,Santa Cruz da Esperança,SP
3795,Santa Cruz das Palmeiras,SP
3796,Santa Cruz do Rio Pardo,SP
3797,Santa Ernestina,SP
3798,Santa Fé do Sul,SP
3799,Santa Gertrudes,SP
3800,Santa Isabel,SP
3801,Santa Lúcia,SP
3802,Santa Maria da Serra,SP
3803,Santa Mercedes,SP
3804,Santana da Ponte Pensa,SP
3805,Santana de Parnaíba,SP
3806,Santa Rita d Oeste,SP
3807,Santa Rita do Passa Quatro,SP
3808,Santa Rosa de Viterbo,SP
3809,Santa Salete,SP
3810,Santo Anastácio,SP
3811,Santo André,SP
3812,Santo Antônio da Alegria,SP
3813,Santo Antônio de Posse,SP
3814,Santo Antônio do Aracanguá,SP
3815,Santo Antônio do Jardim,SP
3816,Santo Antônio do Pinhal,SP
3817,Santo Expedito,SP
3818,Santópolis do Aguapeí,SP
3819,Santos,SP
3820,São Bento do Sapucaí,SP
3821,São Bernardo do Campo,SP
3822,São Caetano do Sul,SP
3823,São Carlos,SP
3824,São Francisco,SP
3825,São João da Boa Vista,SP
3826,São João das Duas Pontes,SP
3827,São João de Iracema,SP
3828,São João do Pau d Alho,SP
3829,São Joaquim da Barra,SP
3830,São José da Bela Vista,SP
3831,São José do Barreiro,SP
3832,São José do Rio Pardo,SP
3833,São José do Rio Preto,SP
3834,São José dos Campos,SP
3835,São Lourenço da Serra,SP
3836,São Luís do Paraitinga,SP
3837,São Manuel,SP
3838,São Miguel Arcanjo,SP
3839,São Paulo,SP
3840,São Pedro,SP
3841,São Pedro do Turvo,SP
3842,São Roque,SP
3843,São Sebastião,SP
3844,São Sebastião da Grama,SP
3845,São Simão,SP
3846,São Vicente,SP
3847,Sarapuí,SP
3848,Sarutaiá,SP
3849,Sebastianópolis do Sul,SP
3850,Serra Azul,SP
3851,Serrana,SP
3852,Serra Negra,SP
3853,Sertãozinho,SP
3854,Sete Barras,SP
3855,Severínia,SP
3856,Silveiras,SP
3857,Socorro,SP
3858,Sorocaba,SP
3859,Sud Mennucci,SP
3860,Sumaré,SP
3861,Suzano,SP
3862,Suzanápolis,SP
3863,Tabapuã,SP
3864,Tabatinga,SP
3865,Taboão da Serra,SP
3866,Taciba,SP
3867,Taguaí,SP
3868,Taiaçu,SP
3869,Taiúva,SP
3870,Tambaú,SP
3871,Tanabi,SP
3872,Tapiraí,SP
3873,Tapiratiba,SP
3874,Taquaral,SP
3875,Taquaritinga,SP
3876,Taquarituba,SP
3877,Taquarivaí,SP
3878,Tarabai,SP
3879,Tarumã,SP
3880,Tatuí,SP
3881,Taubaté,SP
3882,Tejupá,SP
3883,Teodoro Sampaio,SP
3884,Terra Roxa,SP
3885,Tietê,SP
3886,Timburi,SP
3887,Torre de Pedra,SP
3888,Torrinha,SP
3889,Trabiju,SP
3890,Tremembé,SP
3891,Três Fronteiras,SP
3892,Tuiuti,SP
3893,Tupã,SP
3894,Tupi Paulista,SP
3895,Turiúba,SP
3896,Turmalina,SP
3897,Ubarana,SP
3898,Ubatuba,SP
3899,Ubirajara,SP
3900,Uchoa,SP
3901,União Paulista,SP
3902,Urânia,SP
3903,Uru,SP
3904,Urupês,SP
3905,Valentim Gentil,SP
3906,Valinhos,SP
3907,Valparaíso,SP
3908,Vargem,SP
3909,Vargem Grande do Sul,SP
3910,Vargem Grande Paulista,SP
3911,Várzea Paulista,SP
3912,Vera Cruz,SP
3913,Vinhedo,SP
3914,Viradouro,SP
3915,Vista Alegre do Alto,SP
3916,Vitória Brasil,SP
3917,Votorantim,SP
3918,Votuporanga,SP
3919,Zacarias,SP
3920,Chavantes,SP
3921,Estiva Gerbi,SP
3922,Abatiá,PR
3923,Adrianópolis,PR
3924,Agudos do Sul,PR
3925,Almirante Tamandaré,PR
3926,Altamira do Paraná,PR
3927,Altônia,PR
3928,Alto Paraná,PR
3929,Alto Piquiri,PR
3930,Alvorada do Sul,PR
3931,Amaporã,PR
3932,Ampére,PR
3933,Anahy,PR
3934,Andirá,PR
3935,Ângulo,PR
3936,Antonina,PR
3937,Antônio Olinto,PR
3938,Apucarana,PR
3939,Arapongas,PR
3940,Arapoti,PR
3941,Arapuã,PR
3942,Araruna,PR
3943,Araucária,PR
3944,Ariranha do Ivaí,PR
3945,Assaí,PR
3946,Assis Chateaubriand,PR
3947,Astorga,PR
3948,Atalaia,PR
3949,Balsa Nova,PR
3950,Bandeirantes,PR
3951,Barbosa Ferraz,PR
3952,Barracão,PR
3953,Barra do Jacaré,PR
3954,Bela Vista da Caroba,PR
3955,Bela Vista do Paraíso,PR
3956,Bituruna,PR
3957,Boa Esperança,PR
3958,Boa Esperança do Iguaçu,PR
3959,Boa Ventura de São Roque,PR
3960,Boa Vista da Aparecida,PR
3961,Bocaiúva do Sul,PR
3962,Bom Jesus do Sul,PR
3963,Bom Sucesso,PR
3964,Bom Sucesso do Sul,PR
3965,Borrazópolis,PR
3966,Braganey,PR
3967,Brasilândia do Sul,PR
3968,Cafeara,PR
3969,Cafelândia,PR
3970,Cafezal do Sul,PR
3971,Califórnia,PR
3972,Cambará,PR
3973,Cambé,PR
3974,Cambira,PR
3975,Campina da Lagoa,PR
3976,Campina do Simão,PR
3977,Campina Grande do Sul,PR
3978,Campo Bonito,PR
3979,Campo do Tenente,PR
3980,Campo Largo,PR
3981,Campo Magro,PR
3982,Campo Mourão,PR
3983,Cândido de Abreu,PR
3984,Candói,PR
3985,Cantagalo,PR
3986,Capanema,PR
3987,Capitão Leônidas Marques,PR
3988,Carambeí,PR
3989,Carlópolis,PR
3990,Cascavel,PR
3991,Castro,PR
3992,Catanduvas,PR
3993,Centenário do Sul,PR
3994,Cerro Azul,PR
3995,Céu Azul,PR
3996,Chopinzinho,PR
3997,Cianorte,PR
3998,Cidade Gaúcha,PR
3999,Clevelândia,PR
4000,Colombo,PR
4001,Colorado,PR
4002,Congonhinhas,PR
4003,Conselheiro Mairinck,PR
4004,Contenda,PR
4005,Corbélia,PR
4006,Cornélio Procópio,PR
4007,Coronel Domingos Soares,PR
4008,Coronel Vivida,PR
4009,Corumbataí do Sul,PR
4010,Cruzeiro do Iguaçu,PR
4011,Cruzeiro do Oeste,PR
4012,Cruzeiro do Sul,PR
4013,Cruz Machado,PR
4014,Cruzmaltina,PR
4015,Curitiba,PR
4016,Curiúva,PR
4017,Diamante do Norte,PR
4018,Diamante do Sul,PR
4019,Diamante D Oeste,PR
4020,Dois Vizinhos,PR
4021,Douradina,PR
4022,Doutor Camargo,PR
4023,Enéas Marques,PR
4024,Engenheiro Beltrão,PR
4025,Esperança Nova,PR
4026,Entre Rios do Oeste,PR
4027,Espigão Alto do Iguaçu,PR
4028,Farol,PR
4029,Faxinal,PR
4030,Fazenda Rio Grande,PR
4031,Fênix,PR
4032,Fernandes Pinheiro,PR
4033,Figueira,PR
4034,Floraí,PR
4035,Flor da Serra do Sul,PR
4036,Floresta,PR
4037,Florestópolis,PR
4038,Flórida,PR
4039,Formosa do Oeste,PR
4040,Foz do Iguaçu,PR
4041,Francisco Alves,PR
4042,Francisco Beltrão,PR
4043,Foz do Jordão,PR
4044,General Carneiro,PR
4045,Godoy Moreira,PR
4046,Goioerê,PR
4047,Goioxim,PR
4048,Grandes Rios,PR
4049,Guaíra,PR
4050,Guairaçá,PR
4051,Guamiranga,PR
4052,Guapirama,PR
4053,Guaporema,PR
4054,Guaraci,PR
4055,Guaraniaçu,PR
4056,Guarapuava,PR
4057,Guaraqueçaba,PR
4058,Guaratuba,PR
4059,Honório Serpa,PR
4060,Ibaiti,PR
4061,Ibema,PR
4062,Ibiporã,PR
4063,Icaraíma,PR
4064,Iguaraçu,PR
4065,Iguatu,PR
4066,Imbaú,PR
4067,Imbituva,PR
4068,Inácio Martins,PR
4069,Inajá,PR
4070,Indianópolis,PR
4071,Ipiranga,PR
4072,Iporã,PR
4073,Iracema do Oeste,PR
4074,Irati,PR
4075,Iretama,PR
4076,Itaguajé,PR
4077,Itaipulândia,PR
4078,Itambaracá,PR
4079,Itambé,PR
4080,Itapejara d Oeste,PR
4081,Itaperuçu,PR
4082,Itaúna do Sul,PR
4083,Ivaí,PR
4084,Ivaiporã,PR
4085,Ivaté,PR
4086,Ivatuba,PR
4087,Jaboti,PR
4088,Jacarezinho,PR
4089,Jaguapitã,PR
4090,Jaguariaíva,PR
4091,Jandaia do Sul,PR
4092,Janiópolis,PR
4093,Japira,PR
4094,Japurá,PR
4095,Jardim Alegre,PR
4096,Jardim Olinda,PR
4097,Jataizinho,PR
4098,Jesuítas,PR
4099,Joaquim Távora,PR
4100,Jundiaí do Sul,PR
4101,Juranda,PR
4102,Jussara,PR
4103,Kaloré,PR
4104,Lapa,PR
4105,Laranjal,PR
4106,Laranjeiras do Sul,PR
4107,Leópolis,PR
4108,Lidianópolis,PR
4109,Lindoeste,PR
4110,Loanda,PR
4111,Lobato,PR
4112,Londrina,PR
4113,Luiziana,PR
4114,Lunardelli,PR
4115,Lupionópolis,PR
4116,Mallet,PR
4117,Mamborê,PR
4118,Mandaguaçu,PR
4119,Mandaguari,PR
4120,Mandirituba,PR
4121,Manfrinópolis,PR
4122,Mangueirinha,PR
4123,Manoel Ribas,PR
4124,Marechal Cândido Rondon,PR
4125,Maria Helena,PR
4126,Marialva,PR
4127,Marilândia do Sul,PR
4128,Marilena,PR
4129,Mariluz,PR
4130,Maringá,PR
4131,Mariópolis,PR
4132,Maripá,PR
4133,Marmeleiro,PR
4134,Marquinho,PR
4135,Marumbi,PR
4136,Matelândia,PR
4137,Matinhos,PR
4138,Mato Rico,PR
4139,Mauá da Serra,PR
4140,Medianeira,PR
4141,Mercedes,PR
4142,Mirador,PR
4143,Miraselva,PR
4144,Missal,PR
4145,Moreira Sales,PR
4146,Morretes,PR
4147,Munhoz de Melo,PR
4148,Nossa Senhora das Graças,PR
4149,Nova Aliança do Ivaí,PR
4150,Nova América da Colina,PR
4151,Nova Aurora,PR
4152,Nova Cantu,PR
4153,Nova Esperança,PR
4154,Nova Esperança do Sudoeste,PR
4155,Nova Fátima,PR
4156,Nova Laranjeiras,PR
4157,Nova Londrina,PR
4158,Nova Olímpia,PR
4159,Nova Santa Bárbara,PR
4160,Nova Santa Rosa,PR
4161,Nova Prata do Iguaçu,PR
4162,Nova Tebas,PR
4163,Novo Itacolomi,PR
4164,Ortigueira,PR
4165,Ourizona,PR
4166,Ouro Verde do Oeste,PR
4167,Paiçandu,PR
4168,Palmas,PR
4169,Palmeira,PR
4170,Palmital,PR
4171,Palotina,PR
4172,Paraíso do Norte,PR
4173,Paranacity,PR
4174,Paranaguá,PR
4175,Paranapoema,PR
4176,Paranavaí,PR
4177,Pato Bragado,PR
4178,Pato Branco,PR
4179,Paula Freitas,PR
4180,Paulo Frontin,PR
4181,Peabiru,PR
4182,Perobal,PR
4183,Pérola,PR
4184,Pérola d Oeste,PR
4185,Piên,PR
4186,Pinhais,PR
4187,Pinhalão,PR
4188,Pinhal de São Bento,PR
4189,Pinhão,PR
4190,Piraí do Sul,PR
4191,Piraquara,PR
4192,Pitanga,PR
4193,Pitangueiras,PR
4194,Planaltina do Paraná,PR
4195,Planalto,PR
4196,Ponta Grossa,PR
4197,Pontal do Paraná,PR
4198,Porecatu,PR
4199,Porto Amazonas,PR
4200,Porto Barreiro,PR
4201,Porto Rico,PR
4202,Porto Vitória,PR
4203,Prado Ferreira,PR
4204,Pranchita,PR
4205,Presidente Castelo Branco,PR
4206,Primeiro de Maio,PR
4207,Prudentópolis,PR
4208,Quarto Centenário,PR
4209,Quatiguá,PR
4210,Quatro Barras,PR
4211,Quatro Pontes,PR
4212,Quedas do Iguaçu,PR
4213,Querência do Norte,PR
4214,Quinta do Sol,PR
4215,Quitandinha,PR
4216,Ramilândia,PR
4217,Rancho Alegre,PR
4218,Rancho Alegre D Oeste,PR
4219,Realeza,PR
4220,Rebouças,PR
4221,Renascença,PR
4222,Reserva,PR
4223,Reserva do Iguaçu,PR
4224,Ribeirão Claro,PR
4225,Ribeirão do Pinhal,PR
4226,Rio Azul,PR
4227,Rio Bom,PR
4228,Rio Bonito do Iguaçu,PR
4229,Rio Branco do Ivaí,PR
4230,Rio Branco do Sul,PR
4231,Rio Negro,PR
4232,Rolândia,PR
4233,Roncador,PR
4234,Rondon,PR
4235,Rosário do Ivaí,PR
4236,Sabáudia,PR
4237,Salgado Filho,PR
4238,Salto do Itararé,PR
4239,Salto do Lontra,PR
4240,Santa Amélia,PR
4241,Santa Cecília do Pavão,PR
4242,Santa Cruz de Monte Castelo,PR
4243,Santa Fé,PR
4244,Santa Helena,PR
4245,Santa Inês,PR
4246,Santa Isabel do Ivaí,PR
4247,Santa Izabel do Oeste,PR
4248,Santa Lúcia,PR
4249,Santa Maria do Oeste,PR
4250,Santa Mariana,PR
4251,Santa Mônica,PR
4252,Santana do Itararé,PR
4253,Santa Tereza do Oeste,PR
4254,Santa Terezinha de Itaipu,PR
4255,Santo Antônio da Platina,PR
4256,Santo Antônio do Caiuá,PR
4257,Santo Antônio do Paraíso,PR
4258,Santo Antônio do Sudoeste,PR
4259,Santo Inácio,PR
4260,São Carlos do Ivaí,PR
4261,São Jerônimo da Serra,PR
4262,São João,PR
4263,São João do Caiuá,PR
4264,São João do Ivaí,PR
4265,São João do Triunfo,PR
4266,São Jorge d Oeste,PR
4267,São Jorge do Ivaí,PR
4268,São Jorge do Patrocínio,PR
4269,São José da Boa Vista,PR
4270,São José das Palmeiras,PR
4271,São José dos Pinhais,PR
4272,São Manoel do Paraná,PR
4273,São Mateus do Sul,PR
4274,São Miguel do Iguaçu,PR
4275,São Pedro do Iguaçu,PR
4276,São Pedro do Ivaí,PR
4277,São Pedro do Paraná,PR
4278,São Sebastião da Amoreira,PR
4279,São Tomé,PR
4280,Sapopema,PR
4281,Sarandi,PR
4282,Saudade do Iguaçu,PR
4283,Sengés,PR
4284,Serranópolis do Iguaçu,PR
4285,Sertaneja,PR
4286,Sertanópolis,PR
4287,Siqueira Campos,PR
4288,Sulina,PR
4289,Tamarana,PR
4290,Tamboara,PR
4291,Tapejara,PR
4292,Tapira,PR
4293,Teixeira Soares,PR
4294,Telêmaco Borba,PR
4295,Terra Boa,PR
4296,Terra Rica,PR
4297,Terra Roxa,PR
4298,Tibagi,PR
4299,Tijucas do Sul,PR
4300,Toledo,PR
4301,Tomazina,PR
4302,Três Barras do Paraná,PR
4303,Tunas do Paraná,PR
4304,Tuneiras do Oeste,PR
4305,Tupãssi,PR
4306,Turvo,PR
4307,Ubiratã,PR
4308,Umuarama,PR
4309,União da Vitória,PR
4310,Uniflor,PR
4311,Uraí,PR
4312,Wenceslau Braz,PR
4313,Ventania,PR
4314,Vera Cruz do Oeste,PR
4315,Verê,PR
4316,Alto Paraíso,PR
4317,Doutor Ulysses,PR
4318,Virmond,PR
4319,Vitorino,PR
4320,Xambrê,PR
4321,Abdon Batista,SC
4322,Abelardo Luz,SC
4323,Agrolândia,SC
4324,Agronômica,SC
4325,Água Doce,SC
4326,Águas de Chapecó,SC
4327,Águas Frias,SC
4328,Águas Mornas,SC
4329,Alfredo Wagner,SC
4330,Alto Bela Vista,SC
4331,Anchieta,SC
4332,Angelina,SC
4333,Anita Garibaldi,SC
4334,Anitápolis,SC
4335,Antônio Carlos,SC
4336,Apiúna,SC
4337,Arabutã,SC
4338,Araquari,SC
4339,Araranguá,SC
4340,Armazém,SC
4341,Arroio Trinta,SC
4342,Arvoredo,SC
4343,Ascurra,SC
4344,Atalanta,SC
4345,Aurora,SC
4346,Balneário Arroio do Silva,SC
4347,Balneário Camboriú,SC
4348,Balneário Barra do Sul,SC
4349,Balneário Gaivota,SC
4350,Bandeirante,SC
4351,Barra Bonita,SC
4352,Barra Velha,SC
4353,Bela Vista do Toldo,SC
4354,Belmonte,SC
4355,Benedito Novo,SC
4356,Biguaçu,SC
4357,Blumenau,SC
4358,Bocaina do Sul,SC
4359,Bombinhas,SC
4360,Bom Jardim da Serra,SC
4361,Bom Jesus,SC
4362,Bom Jesus do Oeste,SC
4363,Bom Retiro,SC
4364,Botuverá,SC
4365,Braço do Norte,SC
4366,Braço do Trombudo,SC
4367,Brunópolis,SC
4368,Brusque,SC
4369,Caçador,SC
4370,Caibi,SC
4371,Calmon,SC
4372,Camboriú,SC
4373,Capão Alto,SC
4374,Campo Alegre,SC
4375,Campo Belo do Sul,SC
4376,Campo Erê,SC
4377,Campos Novos,SC
4378,Canelinha,SC
4379,Canoinhas,SC
4380,Capinzal,SC
4381,Capivari de Baixo,SC
4382,Catanduvas,SC
4383,Caxambu do Sul,SC
4384,Celso Ramos,SC
4385,Cerro Negro,SC
4386,Chapadão do Lageado,SC
4387,Chapecó,SC
4388,Cocal do Sul,SC
4389,Concórdia,SC
4390,Cordilheira Alta,SC
4391,Coronel Freitas,SC
4392,Coronel Martins,SC
4393,Corupá,SC
4394,Correia Pinto,SC
4395,Criciúma,SC
4396,Cunha Porã,SC
4397,Cunhataí,SC
4398,Curitibanos,SC
4399,Descanso,SC
4400,Dionísio Cerqueira,SC
4401,Dona Emma,SC
4402,Doutor Pedrinho,SC
4403,Entre Rios,SC
4404,Ermo,SC
4405,Erval Velho,SC
4406,Faxinal dos Guedes,SC
4407,Flor do Sertão,SC
4408,Florianópolis,SC
4409,Formosa do Sul,SC
4410,Forquilhinha,SC
4411,Fraiburgo,SC
4412,Frei Rogério,SC
4413,Galvão,SC
4414,Garopaba,SC
4415,Garuva,SC
4416,Gaspar,SC
4417,Governador Celso Ramos,SC
4418,Grão Pará,SC
4419,Gravatal,SC
4420,Guabiruba,SC
4421,Guaraciaba,SC
4422,Guaramirim,SC
4423,Guarujá do Sul,SC
4424,Guatambú,SC
4425,Herval d Oeste,SC
4426,Ibiam,SC
4427,Ibicaré,SC
4428,Ibirama,SC
4429,Içara,SC
4430,Ilhota,SC
4431,Imaruí,SC
4432,Imbituba,SC
4433,Imbuia,SC
4434,Indaial,SC
4435,Iomerê,SC
4436,Ipira,SC
4437,Iporã do Oeste,SC
4438,Ipuaçu,SC
4439,Ipumirim,SC
4440,Iraceminha,SC
4441,Irani,SC
4442,Irati,SC
4443,Irineópolis,SC
4444,Itá,SC
4445,Itaiópolis,SC
4446,Itajaí,SC
4447,Itapema,SC
4448,Itapiranga,SC
4449,Itapoá,SC
4450,Ituporanga,SC
4451,Jaborá,SC
4452,Jacinto Machado,SC
4453,Jaguaruna,SC
4454,Jaraguá do Sul,SC
4455,Jardinópolis,SC
4456,Joaçaba,SC
4457,Joinville,SC
4458,José Boiteux,SC
4459,Jupiá,SC
4460,Lacerdópolis,SC
4461,Lages,SC
4462,Laguna,SC
4463,Lajeado Grande,SC
4464,Laurentino,SC
4465,Lauro Muller,SC
4466,Lebon Régis,SC
4467,Leoberto Leal,SC
4468,Lindóia do Sul,SC
4469,Lontras,SC
4470,Luiz Alves,SC
4471,Luzerna,SC
4472,Macieira,SC
4473,Mafra,SC
4474,Major Gercino,SC
4475,Major Vieira,SC
4476,Maracajá,SC
4477,Maravilha,SC
4478,Marema,SC
4479,Massaranduba,SC
4480,Matos Costa,SC
4481,Meleiro,SC
4482,Mirim Doce,SC
4483,Modelo,SC
4484,Mondaí,SC
4485,Monte Carlo,SC
4486,Monte Castelo,SC
